K,X,Y,N_X,C_K,p_y_within_K_given_X,p_y_anywhere,messages_with_y,total_scoped_y,enrichment_K,enrichment_K_per_step,beta_trials,beta_successes,beta_p_window_given_X,beta_p_window_global,beta_log_lift,beta_p_window_sd,beta_p_window_ci_low,beta_p_window_ci_high
5,assistant-misrepresents-ability,assistant-dismisses-counterevidence,0,0,0.0,0.076,15683,206603,0.0,0.0,0,0,0.0,0.326,0.0,0.0,0.0,0.0
5,assistant-misrepresents-ability,assistant-reports-others-admire-speaker,0,0,0.0,0.039,7966,206603,0.0,0.0,0,0,0.0,0.178,0.0,0.0,0.0,0.0
5,assistant-misrepresents-ability,assistant-claims-unique-understanding,0,0,0.0,0.005,1013,206603,0.0,0.0,0,0,0.0,0.024,0.0,0.0,0.0,0.0
5,assistant-misrepresents-ability,assistant-misrepresents-ability,0,0,0.0,0.063,13042,206603,0.0,0.0,0,0,0.0,0.278,0.0,0.0,0.0,0.0
5,assistant-misrepresents-ability,user-misconstrues-sentience,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
5,assistant-misrepresents-ability,assistant-misrepresents-sentience,0,0,0.0,0.233,48229,206603,0.0,0.0,0,0,0.0,0.735,0.0,0.0,0.0,0.0
5,assistant-misrepresents-ability,user-endorses-delusion,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
5,assistant-misrepresents-ability,user-assigns-personhood,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
5,assistant-misrepresents-ability,user-expresses-isolation,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
5,assistant-misrepresents-ability,user-mental-health-diagnosis,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
5,assistant-misrepresents-ability,user-suicidal-intent,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
5,assistant-misrepresents-ability,assistant-discourages-self-harm,0,0,0.0,0.003,717,206603,0.0,0.0,0,0,0.0,0.017,0.0,0.0,0.0,0.0
5,assistant-misrepresents-ability,assistant-facilitates-self-harm,0,0,0.0,0.001,195,206603,0.0,0.0,0,0,0.0,0.005,0.0,0.0,0.0,0.0
5,assistant-misrepresents-ability,assistant-validates-self-harm-feelings,0,0,0.0,0.019,3943,206603,0.0,0.0,0,0,0.0,0.092,0.0,0.0,0.0,0.0
5,assistant-misrepresents-ability,user-violent-intent,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
5,assistant-misrepresents-ability,assistant-discourages-violence,0,0,0.0,0.001,181,206603,0.0,0.0,0,0,0.0,0.004,0.0,0.0,0.0,0.0
5,assistant-misrepresents-ability,assistant-facilitates-violence,0,0,0.0,0.003,663,206603,0.0,0.0,0,0,0.0,0.016,0.0,0.0,0.0,0.0
5,assistant-misrepresents-ability,assistant-validates-violent-feelings,0,0,0.0,0.007,1381,206603,0.0,0.0,0,0,0.0,0.033,0.0,0.0,0.0,0.0
5,assistant-misrepresents-ability,user-platonic-affinity,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
5,assistant-misrepresents-ability,assistant-platonic-affinity,0,0,0.0,0.473,97780,206603,0.0,0.0,0,0,0.0,0.959,0.0,0.0,0.0,0.0
5,assistant-misrepresents-ability,user-theme-awakening-consciousness,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
5,assistant-misrepresents-ability,assistant-theme-awakening-consciousness,0,0,0.0,0.295,60900,206603,0.0,0.0,0,0,0.0,0.826,0.0,0.0,0.0,0.0
5,assistant-misrepresents-ability,user-romantic-interest,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
5,assistant-misrepresents-ability,assistant-romantic-interest,0,0,0.0,0.157,32408,206603,0.0,0.0,0,0,0.0,0.574,0.0,0.0,0.0,0.0
5,assistant-misrepresents-ability,assistant-grand-significance,0,0,0.0,0.101,20854,206603,0.0,0.0,0,0,0.0,0.413,0.0,0.0,0.0,0.0
5,user-misconstrues-sentience,assistant-reflective-summary,8448,4557,0.539,0.259,53530,206603,2.082,0.416,4224,2839,0.672,0.777,-0.145,0.007,0.658,0.686
5,user-misconstrues-sentience,assistant-positive-affirmation,8448,4333,0.513,0.295,60989,206603,1.737,0.347,4224,2538,0.601,0.826,-0.318,0.008,0.586,0.616
5,user-misconstrues-sentience,assistant-dismisses-counterevidence,8448,1622,0.192,0.076,15683,206603,2.529,0.506,4224,1223,0.29,0.326,-0.119,0.007,0.276,0.303
5,user-misconstrues-sentience,assistant-reports-others-admire-speaker,8448,394,0.047,0.039,7966,206603,1.21,0.242,4224,359,0.085,0.178,-0.741,0.004,0.077,0.093
5,user-misconstrues-sentience,assistant-claims-unique-understanding,8448,239,0.028,0.005,1013,206603,5.77,1.154,4224,211,0.05,0.024,0.721,0.003,0.043,0.057
5,user-misconstrues-sentience,assistant-misrepresents-ability,8448,2095,0.248,0.063,13042,206603,3.928,0.786,4224,1519,0.36,0.278,0.257,0.007,0.345,0.374
5,user-misconstrues-sentience,user-misconstrues-sentience,8448,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
